ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0010594	regulation of endothelial cell migration	21/900	229/18670	0.00365780371784715	0.044489928918535	0.0367607165804385	BMPER/SLIT2/CCBE1/ANGPT4/TEK/SEMA5A/ACVRL1/GATA2/EMP2/ANGPT1/FLT4/SASH1/MMRN2/WNT7A/FGF2/RHOJ/KDR/STARD13/PTN/PTPRM/PDGFB	21
BP	GO:0010634	positive regulation of epithelial cell migration	17/900	171/18670	0.0037721193641833	0.045768991994059	0.0378175686894616	CCBE1/ANGPT4/FGF10/TEK/SEMA5A/GATA2/ANGPT1/FLT4/SASH1/WNT7A/FGF2/PRKCE/RHOJ/HBEGF/KDR/PDGFB/RAB25	17
BP	GO:0008608	attachment of spindle microtubules to kinetochore	6/900	32/18670	0.00381058368051331	0.0461081687244434	0.0380978204219193	KIF2C/CCNB1/AURKB/ECT2/NUF2/NEK2	6
BP	GO:0030879	mammary gland development	15/900	143/18670	0.00381852007439879	0.0461081687244434	0.0380978204219193	WNT3A/SOSTDC1/CAV1/CDO1/CAV3/FGF10/FOXF1/TBX2/PGR/HOXA5/APLN/TBX3/NME1/ELF3/XDH	15
BP	GO:0070374	positive regulation of ERK1 and ERK2 cascade	20/900	215/18670	0.00383009550778754	0.0461364998636865	0.0381212296069963	BMPER/ADRA1A/NDRG4/CCL23/RAMP3/FGF10/TEK/CCL16/CCL14/CD36/ANGPT1/NPNT/CX3CL1/FLT4/AKAP12/FGFR4/FGF2/KDR/PDGFB/F2RL1	20
BP	GO:0022604	regulation of cell morphogenesis	37/900	484/18670	0.0039230322061979	0.0471423990355367	0.0389523744360338	MYOC/WNT3A/TNR/SLIT2/NTRK2/SEMA3G/SEMA6A/LIMS2/ARC/SEMA5A/MYH10/DCC/SHANK3/CASS4/WASF3/DLC1/FBLN1/PTPRD/WNT7A/APOA1/SEMA6D/BVES/NTRK3/SEMA3D/HECW2/RHOJ/KDR/CXCL12/PTN/SEMA4B/MDK/NGEF/CRABP2/ITPKA/RASAL1/RHOV/SPP1	37
BP	GO:0015844	monoamine transport	11/900	90/18670	0.00394272024071273	0.0471522930223036	0.0389605495455974	SLC6A4/VIP/NOS1/SYT15/KCNB1/MAOB/P2RX1/MAPK15/GPM6B/CXCL12/STX1A	11
BP	GO:0046849	bone remodeling	11/900	90/18670	0.00394272024071273	0.0471522930223036	0.0389605495455974	ADRB2/SFRP1/PTH1R/LEPR/S1PR1/PDK4/PTN/EFNA4/MDK/CTHRC1/SPP1	11
BP	GO:0018958	phenol-containing compound metabolic process	12/900	103/18670	0.0039674592035215	0.0473349130272171	0.0391114430715195	HDC/EPAS1/DUOX1/NPR1/DUOXA1/PNMT/MAOB/TRPC1/NR4A2/CDH3/IYD/SLC7A11	12
BP	GO:0110053	regulation of actin filament organization	23/900	261/18670	0.00398825953454237	0.0474697843170888	0.0392228832419655	MYOC/SYNPO2L/SLIT2/KANK3/PLEKHH2/ACTN2/SFRP1/ARHGEF15/SEMA5A/SHANK3/CORO2B/S1PR1/DLC1/CX3CL1/TMSB15A/TMOD1/APOA1/ARHGAP6/PRKCE/SYNPO2/LIMCH1/CXCL12/F2RL1	23
BP	GO:1900047	negative regulation of hemostasis	8/900	54/18670	0.00410357430323376	0.0486515347848266	0.0401993288122171	CPB2/THBD/VTN/KLKB1/SERPING1/PDGFB/PROC/TSPAN8	8
BP	GO:0048167	regulation of synaptic plasticity	18/900	187/18670	0.0041317484421581	0.0486515347848266	0.0401993288122171	TNR/GRIA1/FAM107A/CALB2/MME/NTRK2/PRRT2/ARC/SHANK3/KCNB1/LRRTM2/CX3CL1/NRGN/CX3CR1/JPH4/PTN/CDC20/ITPKA	18
BP	GO:0061333	renal tubule morphogenesis	10/900	78/18670	0.00415365441856151	0.0486515347848266	0.0401993288122171	GPC3/TCF21/NPNT/WNT2B/FGF2/FAT4/SIX4/HOXB7/KIF26B/SIX2	10
BP	GO:0072028	nephron morphogenesis	10/900	78/18670	0.00415365441856151	0.0486515347848266	0.0401993288122171	GPC3/TCF21/NPNT/WNT2B/FGF2/FAT4/SIX4/HOXB7/KIF26B/SIX2	10
BP	GO:0001953	negative regulation of cell-matrix adhesion	7/900	43/18670	0.00416881556206516	0.0486515347848266	0.0401993288122171	MYOC/FAM107A/ACVRL1/AJAP1/DLC1/ARHGAP6/MMP12	7
BP	GO:0042088	T-helper 1 type immune response	7/900	43/18670	0.00416881556206516	0.0486515347848266	0.0401993288122171	IL1RL1/IL18R1/IL33/HLX/IL12A/SPN/IL18RAP	7
BP	GO:0086004	regulation of cardiac muscle cell contraction	7/900	43/18670	0.00416881556206516	0.0486515347848266	0.0401993288122171	CAV1/CAV3/ATP1A2/RYR2/GJA5/DSG2/DSP	7
BP	GO:0016338	calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules	5/900	23/18670	0.00419172944099955	0.0486515347848266	0.0401993288122171	CLDN5/CX3CL1/CLDN11/CLDN2/CLDN14	5
BP	GO:0086012	membrane depolarization during cardiac muscle cell action potential	5/900	23/18670	0.00419172944099955	0.0486515347848266	0.0401993288122171	CAV3/SCN2B/SCN4B/ATP1A2/GJA5	5
BP	GO:0097205	renal filtration	5/900	23/18670	0.00419172944099955	0.0486515347848266	0.0401993288122171	CORO2B/EMP2/PDGFB/GJA5/F2RL1	5
BP	GO:0048871	multicellular organismal homeostasis	37/900	486/18670	0.00419460121869579	0.0486515347848266	0.0401993288122171	FABP4/CAV1/AVPR2/GATA1/EPAS1/ADRB2/IL18R1/EDNRB/PTH1R/LEPR/GATA2/LDB2/ADCY4/S1PR1/SFTPA1/NOVA2/CD36/PDK4/ZNF423/CYP26B1/ACACB/APLN/SFTPA2/ACADL/SFTPD/AQP1/CDH23/SFN/EDN2/CDH3/FA2H/LCN2/ZG16B/HOXC10/SPP1/CST4/TFF1	37
BP	GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	12/900	104/18670	0.00429355151735445	0.049683944526053	0.0410523785431259	GPC3/CRB2/GDF10/ACVRL1/CDH5/ITGA8/NPNT/ZNF423/RNF165/TTK/SOX11/FERMT1	12
CC	GO:0062023	collagen-containing extracellular matrix	61/955	406/19717	2.72013586636668e-15	1.2322215474641e-12	9.64932407332179e-13	MYOC/TNR/COL6A6/ADAMTS8/GPC3/FREM3/CLEC3B/COL4A3/MFAP4/FGF10/ABI3BP/LTBP4/GDF10/SFRP1/FREM1/CMA1/COL13A1/TIMP3/VWF/COL4A6/OGN/VWC2/LAMC3/CFP/NPNT/VTN/CTSG/NTN5/WNT2B/DPT/MMRN2/TPSAB1/SPARCL1/MMRN1/FBLN1/APOA1/SRPX/ECM2/A2M/COL21A1/FCN1/EGFL7/PRELP/ADAMTSL4/CLEC14A/ADAMTS15/FBLN5/SERPING1/PRTN3/CXCL12/FRAS1/ITIH5/PTN/PDGFB/MDK/LAD1/CTHRC1/AMBP/COL11A1/COL10A1/COL17A1	61
CC	GO:0005911	cell-cell junction	48/955	416/19717	2.33197299730837e-08	4.04149793555353e-06	3.16483049676203e-06	CALB2/DES/FXYD1/CAV3/LIMS2/SCN4B/TEK/SYNM/COL13A1/SCN1A/PGM5/AJAP1/CDH5/ATP1A2/NFASC/JAM2/CLDN5/CADM3/HEG1/LIN7A/RASIP1/FGFR4/PCDHGA12/MAPK15/PECAM1/BVES/CLDN11/ESAM/PDZD2/CGNL1/ZAP70/PCDH12/PTPRM/GJA5/PKP3/EPCAM/DSG2/MARVELD3/LSR/ATP1B1/ECT2/DSP/FRMD5/SLC2A1/CLDN2/CLDN14/GJB2/COL17A1	48
CC	GO:0005581	collagen trimer	19/955	87/19717	2.67648869904207e-08	4.04149793555353e-06	3.16483049676203e-06	FCN3/COL6A6/CCBE1/COL4A3/COLEC10/COL13A1/C1QTNF7/COL4A6/SFTPA1/C1QTNF2/GLDN/SFTPA2/COL21A1/FCN1/SFTPD/CTHRC1/COL11A1/COL10A1/COL17A1	19
CC	GO:0042383	sarcolemma	23/955	136/19717	1.51047438951361e-07	1.71061224612416e-05	1.33955228754233e-05	SGCG/ADRA1A/SLC27A6/NOS1/DES/CAV1/PRX/FXYD1/CAV3/SNTG2/SYNM/SCN1A/PGM5/KCNB1/ATP1A2/CAV2/CACNG4/BVES/AQP1/RYR2/ATP1B1/SLC2A5/SLC2A1	23
CC	GO:0043292	contractile fiber	31/955	234/19717	3.67292569530512e-07	3.32767067994644e-05	2.60584412487963e-05	SYNPO2L/ADRA1A/NOS1/ANKRD1/DES/TNNT3/CAV3/TCAP/ACTN2/TNNC1/SYNM/SCN1A/PGM5/SYNE1/MYH7B/LDB3/CRYAB/NPNT/FHL5/CASQ2/TMOD1/TNNT2/MYOZ1/PECAM1/SYNPO2/PDLIM2/MYOZ3/RYR2/MYH3/SLC2A1/TRIM54	31
CC	GO:0030016	myofibril	29/955	224/19717	1.3995233139275e-06	0.000105664010201526	8.2743746805889e-05	SYNPO2L/ADRA1A/NOS1/ANKRD1/DES/TNNT3/CAV3/TCAP/ACTN2/TNNC1/SYNM/SCN1A/PGM5/SYNE1/MYH7B/LDB3/CRYAB/FHL5/CASQ2/TMOD1/TNNT2/MYOZ1/SYNPO2/PDLIM2/MYOZ3/RYR2/MYH3/SLC2A1/TRIM54	29
CC	GO:0030017	sarcomere	27/955	204/19717	2.0902032905648e-06	0.000135266012946551	0.00010592458780757	SYNPO2L/ADRA1A/NOS1/ANKRD1/DES/TNNT3/CAV3/TCAP/ACTN2/TNNC1/SCN1A/PGM5/SYNE1/LDB3/CRYAB/FHL5/CASQ2/TMOD1/TNNT2/MYOZ1/SYNPO2/PDLIM2/MYOZ3/RYR2/MYH3/SLC2A1/TRIM54	27
CC	GO:0097060	synaptic membrane	44/955	432/19717	2.80988348169596e-06	0.000159109652151034	0.000124596149122571	SLC6A4/CHRM1/P2RX6/GPM6A/ADRA1A/GRIA1/GRIK4/CALB2/CNTN6/NTNG1/PRRT2/ARC/ACTN2/PDE2A/DCC/SHANK3/IQSEC3/COL13A1/CNKSR2/KCNB1/GABRB2/LRRTM4/STX11/GRASP/SYNE1/ITGA8/GABRE/KCTD16/CRYAB/LRRTM2/CACNG4/RGS9/CADM3/LIN7A/RNF112/NRGN/P2RX1/CPEB1/NTRK3/LRRC4B/STX1B/FXYD6/STX1A/HTR3A	44
CC	GO:0014704	intercalated disc	12/955	50/19717	3.43069428581964e-06	0.000172678279052922	0.00013522151746447	DES/FXYD1/CAV3/SCN4B/SCN1A/PGM5/ATP1A2/GJA5/DSG2/ATP1B1/DSP/SLC2A1	12
CC	GO:0031674	I band	21/955	143/19717	5.44487297740412e-06	0.000230075889374101	0.000180168641150394	SYNPO2L/ADRA1A/NOS1/ANKRD1/DES/CAV3/TCAP/ACTN2/SCN1A/PGM5/LDB3/CRYAB/FHL5/CASQ2/MYOZ1/SYNPO2/PDLIM2/MYOZ3/RYR2/SLC2A1/TRIM54	21
CC	GO:0030018	Z disc	20/955	132/19717	5.58683175080599e-06	0.000230075889374101	0.000180168641150394	SYNPO2L/ADRA1A/NOS1/DES/CAV3/TCAP/ACTN2/SCN1A/PGM5/LDB3/CRYAB/FHL5/CASQ2/MYOZ1/SYNPO2/PDLIM2/MYOZ3/RYR2/SLC2A1/TRIM54	20
CC	GO:0044291	cell-cell contact zone	14/955	71/19717	6.4764251594453e-06	0.00024448504976906	0.000191452217432725	DES/FXYD1/CAV3/SCN4B/SCN1A/PGM5/AJAP1/ATP1A2/PECAM1/GJA5/DSG2/ATP1B1/DSP/SLC2A1	14
CC	GO:0005604	basement membrane	16/955	95/19717	1.21968649038648e-05	0.000425013830880829	0.000332821333813964	FREM3/COL4A3/FREM1/TIMP3/COL4A6/VWC2/LAMC3/NPNT/VTN/NTN5/MMRN2/FBLN1/FRAS1/PTN/LAD1/COL17A1	16
CC	GO:0045211	postsynaptic membrane	32/955	323/19717	0.000105068639570989	0.00325363286892904	0.00254786633398185	SLC6A4/CHRM1/P2RX6/ADRA1A/GRIA1/GRIK4/PRRT2/ARC/ACTN2/DCC/SHANK3/IQSEC3/COL13A1/CNKSR2/KCNB1/GABRB2/LRRTM4/GRASP/SYNE1/GABRE/KCTD16/LRRTM2/CACNG4/RGS9/LIN7A/RNF112/NRGN/P2RX1/CPEB1/NTRK3/FXYD6/HTR3A	32
CC	GO:1902495	transmembrane transporter complex	32/955	324/19717	0.000111317477821676	0.00325363286892904	0.00254786633398185	DPP6/GRIA1/KCNA4/GRIK4/NOS1/FXYD1/CLIC5/SCN2B/SCN4B/ANO2/SCN7A/SHANK3/SCN1A/KCNB1/TRPC3/GABRB2/ATP1A2/VWC2/GABRE/CACNG4/CASQ2/CACNB4/KCNMB2/ATP1B2/TRPC1/RYR2/CACNA2D2/STX1A/ATP1B1/KCNN4/KCNK1/HTR3A	32
CC	GO:0005901	caveola	13/955	80/19717	0.000114918600227074	0.00325363286892904	0.00254786633398185	ADRA1A/NOS1/CAV1/FXYD1/CAV3/ATP1A2/CAV2/DLC1/PTGIS/ADRA1B/BVES/ATP1B1/SLC2A1	13
CC	GO:0045121	membrane raft	31/955	315/19717	0.000151027085095839	0.00402414832297836	0.00315124430078705	SLC6A4/TNR/ADRA1A/NOS1/CAV1/MME/FXYD1/CAV3/ARC/TEK/EDNRB/S1PR1/EMP2/ATP1A2/CD36/ANGPT1/CAV2/DLC1/P2RX1/PTGIS/ADRA1B/PECAM1/BVES/GPM6B/PRTN3/KDR/ZAP70/ATP1B1/PROM2/SLC2A1/CBLC	31
CC	GO:0098857	membrane microdomain	31/955	316/19717	0.000159899933363378	0.00402414832297836	0.00315124430078705	SLC6A4/TNR/ADRA1A/NOS1/CAV1/MME/FXYD1/CAV3/ARC/TEK/EDNRB/S1PR1/EMP2/ATP1A2/CD36/ANGPT1/CAV2/DLC1/P2RX1/PTGIS/ADRA1B/PECAM1/BVES/GPM6B/PRTN3/KDR/ZAP70/ATP1B1/PROM2/SLC2A1/CBLC	31
CC	GO:1990351	transporter complex	32/955	332/19717	0.000174639825173723	0.00416378109493139	0.00326058842568114	DPP6/GRIA1/KCNA4/GRIK4/NOS1/FXYD1/CLIC5/SCN2B/SCN4B/ANO2/SCN7A/SHANK3/SCN1A/KCNB1/TRPC3/GABRB2/ATP1A2/VWC2/GABRE/CACNG4/CASQ2/CACNB4/KCNMB2/ATP1B2/TRPC1/RYR2/CACNA2D2/STX1A/ATP1B1/KCNN4/KCNK1/HTR3A	32
CC	GO:0031225	anchored component of membrane	20/955	170/19717	0.000220997382690625	0.00500559071794267	0.00391979568246004	CA4/CNTFR/GPC3/GPIHBP1/CNTN6/NTNG1/CPO/NRN1/MDGA1/ART4/CD160/RECK/GFRA2/GAS1/ALPP/LSAMP/EFNA4/LYPD1/SMPDL3B/LYPD6B	20
CC	GO:0098589	membrane region	31/955	328/19717	0.000309133908551648	0.0066684600273284	0.00522196126225089	SLC6A4/TNR/ADRA1A/NOS1/CAV1/MME/FXYD1/CAV3/ARC/TEK/EDNRB/S1PR1/EMP2/ATP1A2/CD36/ANGPT1/CAV2/DLC1/P2RX1/PTGIS/ADRA1B/PECAM1/BVES/GPM6B/PRTN3/KDR/ZAP70/ATP1B1/PROM2/SLC2A1/CBLC	31
CC	GO:0099240	intrinsic component of synaptic membrane	19/955	164/19717	0.000382234505519357	0.00750642074127269	0.00587815450170535	SLC6A4/CHRM1/P2RX6/GPM6A/ADRA1A/GRIA1/GRIK4/CNTN6/NTNG1/DCC/GABRB2/LRRTM2/CACNG4/CADM3/P2RX1/NTRK3/FXYD6/STX1A/HTR3A	19
CC	GO:0016324	apical plasma membrane	30/955	318/19717	0.000395655001407818	0.00750642074127269	0.00587815450170535	P2RX2/CD300LG/CA4/CNTFR/GPIHBP1/FXYD1/CLIC5/CPO/ADRB2/CRB2/TEK/DUOX1/PTH1R/AJAP1/EMP2/CD36/PRKG2/ATP1B2/AQP1/SLC7A5/MUC20/EPCAM/DSG2/ATP1B1/SLC2A5/KCNK1/PROM2/SLC2A1/ACY3/AMN	30
CC	GO:0005796	Golgi lumen	14/955	102/19717	0.00039769116510054	0.00750642074127269	0.00587815450170535	WNT3A/GPC3/DEFA3/OGN/VTN/WNT7A/PRELP/F10/PDGFB/MUC20/PODXL2/PROC/MUC5B/MMP11	14
CC	GO:0034703	cation channel complex	23/955	220/19717	0.000443878282270782	0.00804307447474657	0.00629839920527383	DPP6/GRIA1/KCNA4/GRIK4/NOS1/SCN2B/SCN4B/SCN7A/SCN1A/KCNB1/TRPC3/VWC2/CACNG4/CASQ2/CACNB4/KCNMB2/TRPC1/RYR2/CACNA2D2/STX1A/KCNN4/KCNK1/HTR3A	23
CC	GO:0000778	condensed nuclear chromosome kinetochore	5/955	15/19717	0.000527204455271268	0.00903698801160626	0.0070767165328484	PLK1/CCNB1/BUB1B/CENPA/NUF2	5
CC	GO:0045177	apical part of cell	34/955	384/19717	0.000538628424532823	0.00903698801160626	0.0070767165328484	P2RX2/CD300LG/CA4/CNTFR/SLC25A27/GPIHBP1/FXYD1/CLIC5/CPO/ADRB2/CRB2/TEK/DUOX1/PTH1R/AJAP1/EMP2/CD36/ITGA8/PRKG2/ATP1B2/AQP1/FAT4/SLC7A5/MUC20/EPCAM/DSG2/ATP1B1/SLC2A5/REEP6/KCNK1/PROM2/SLC2A1/ACY3/AMN	34
CC	GO:0098889	intrinsic component of presynaptic membrane	12/955	82/19717	0.000563794302787839	0.00912138639867468	0.00714280752028202	SLC6A4/CHRM1/GPM6A/ADRA1A/GRIK4/CNTN6/NTNG1/CADM3/P2RX1/FXYD6/STX1A/HTR3A	12
CC	GO:0034702	ion channel complex	28/955	301/19717	0.000757979010268878	0.0118401548845449	0.00927183036154672	DPP6/GRIA1/KCNA4/GRIK4/NOS1/CLIC5/SCN2B/SCN4B/ANO2/SCN7A/SHANK3/SCN1A/KCNB1/TRPC3/GABRB2/VWC2/GABRE/CACNG4/CASQ2/CACNB4/KCNMB2/TRPC1/RYR2/CACNA2D2/STX1A/KCNN4/KCNK1/HTR3A	28
CC	GO:0044853	plasma membrane raft	14/955	109/19717	0.000784507420067675	0.0118460620430219	0.00927645616009848	ADRA1A/NOS1/CAV1/FXYD1/CAV3/ATP1A2/CAV2/DLC1/PTGIS/ADRA1B/BVES/PRTN3/ATP1B1/SLC2A1	14
CC	GO:0042734	presynaptic membrane	18/955	161/19717	0.000822510167232142	0.0120192614760052	0.00941208578462587	SLC6A4/CHRM1/GPM6A/ADRA1A/GRIK4/CNTN6/NTNG1/PRRT2/PDE2A/STX11/KCTD16/CADM3/P2RX1/LRRC4B/STX1B/FXYD6/STX1A/HTR3A	18
CC	GO:0031143	pseudopodium	5/955	17/19717	0.00100190994866017	0.013753491113426	0.0107701324624714	ACTN2/LDB3/MYOZ1/RAB25/F2RL1	5
CC	GO:0042599	lamellar body	5/955	17/19717	0.00100190994866017	0.013753491113426	0.0107701324624714	SFTPC/SFTPA1/SFTPA2/ABCA3/LAMP3	5
CC	GO:0099699	integral component of synaptic membrane	17/955	152/19717	0.00112913565059394	0.0150440720505604	0.0117807651470637	SLC6A4/CHRM1/P2RX6/GPM6A/ADRA1A/GRIA1/GRIK4/DCC/GABRB2/LRRTM2/CACNG4/CADM3/P2RX1/NTRK3/FXYD6/STX1A/HTR3A	17
CC	GO:0000780	condensed nuclear chromosome, centromeric region	6/955	26/19717	0.00126989583337826	0.0164360803577243	0.0128708239352924	PLK1/CCNB1/BUB1B/AURKB/CENPA/NUF2	6
CC	GO:0070160	tight junction	15/955	128/19717	0.00134917538355757	0.0169771235764328	0.0132945059724825	CDH5/JAM2/CLDN5/LIN7A/MAPK15/BVES/CLDN11/ESAM/CGNL1/EPCAM/MARVELD3/LSR/ECT2/CLDN2/CLDN14	15
CC	GO:0031091	platelet alpha granule	12/955	91/19717	0.00144291195504634	0.017665922044216	0.0138338927126776	PPBP/ITGA2B/ACTN2/VWF/CD36/MMRN1/A2M/PECAM1/CFD/SELP/SERPING1/PDGFB	12
CC	GO:0099055	integral component of postsynaptic membrane	14/955	117/19717	0.00157550553249354	0.0187816843741993	0.0147076278241086	SLC6A4/CHRM1/P2RX6/ADRA1A/GRIA1/GRIK4/DCC/GABRB2/LRRTM2/CACNG4/P2RX1/NTRK3/FXYD6/HTR3A	14
CC	GO:0000779	condensed chromosome, centromeric region	14/955	118/19717	0.00170982240091313	0.0198602448106064	0.0155522307451478	MAD2L1/NCAPG/ZWINT/PLK1/KIF2C/CCNB1/SKA3/BUB1B/AURKB/HJURP/CENPA/BIRC5/NUF2/NEK2	14
CC	GO:0005614	interstitial matrix	4/955	12/19717	0.00198025486780694	0.0210132537630264	0.0164551330734051	ABI3BP/VWC2/ECM2/ADAMTSL4	4
CC	GO:0005890	sodium:potassium-exchanging ATPase complex	4/955	12/19717	0.00198025486780694	0.0210132537630264	0.0164551330734051	FXYD1/ATP1A2/ATP1B2/ATP1B1	4
CC	GO:0045171	intercellular bridge	9/955	59/19717	0.00200558208232705	0.0210132537630264	0.0164551330734051	PKNOX2/GSTM5/RBM44/GSTM2/CDCA8/TPX2/KIF20A/KIF4A/CEP55	9
CC	GO:0046658	anchored component of plasma membrane	9/955	59/19717	0.00200558208232705	0.0210132537630264	0.0164551330734051	CA4/GPC3/GPIHBP1/CNTN6/NTNG1/CPO/MDGA1/CD160/GAS1	9
CC	GO:0016323	basolateral plasma membrane	21/955	217/19717	0.00204102244055886	0.0210132537630264	0.0164551330734051	CD300LG/GPIHBP1/NDRG4/TEK/PTH1R/SLC14A1/LEPR/AJAP1/LIN7A/SLC26A10/NKD2/AQP1/PDGFB/TGFA/MUC20/EPCAM/ATP1B1/DSP/PROM2/SLC2A1/CA9	21
CC	GO:0005788	endoplasmic reticulum lumen	27/955	309/19717	0.00231761582308841	0.0231024511695738	0.0180911491672973	WNT3A/GPC3/COL4A3/CHRDL1/BCHE/COL13A1/COL4A6/CFP/VTN/CASQ2/SRL/IL12A/SPARCL1/WNT7A/APOA1/COL21A1/ADAMTSL4/F10/CES1/PDGFB/CP/GOLM1/PROC/COL11A1/COL10A1/COL17A1/SPP1	27
CC	GO:0098936	intrinsic component of postsynaptic membrane	14/955	122/19717	0.00234594426887505	0.0231024511695738	0.0180911491672973	SLC6A4/CHRM1/P2RX6/ADRA1A/GRIA1/GRIK4/DCC/GABRB2/LRRTM2/CACNG4/P2RX1/NTRK3/FXYD6/HTR3A	14
CC	GO:0031253	cell projection membrane	28/955	326/19717	0.00249178576008969	0.0238984141145464	0.0187144546452937	CA4/GRIA1/FAM107A/NDRG4/HHIP/SHANK3/PTH1R/KCNB1/CD36/ITGA8/RASGRP2/GABRE/DLC1/PLA2G4F/BVES/AQP1/NME1/RAB25/MUC20/KCNK1/PROM2/AMN/SLC7A11/PLEK2/FERMT1/TESC/CA9/S100P	28
CC	GO:0005923	bicellular tight junction	14/955	123/19717	0.00253228229028306	0.0238984141145464	0.0187144546452937	CDH5/JAM2/CLDN5/LIN7A/MAPK15/BVES/CLDN11/ESAM/CGNL1/EPCAM/MARVELD3/ECT2/CLDN2/CLDN14	14
CC	GO:0099056	integral component of presynaptic membrane	10/955	73/19717	0.00263616988810967	0.0243711216186466	0.0190846241094084	SLC6A4/CHRM1/GPM6A/ADRA1A/GRIK4/CADM3/P2RX1/FXYD6/STX1A/HTR3A	10
CC	GO:0048787	presynaptic active zone membrane	6/955	30/19717	0.0027766061501774	0.0251560517206073	0.0196992899496797	GPM6A/NTNG1/STX11/P2RX1/STX1B/STX1A	6
CC	GO:0032432	actin filament bundle	10/955	75/19717	0.00322496651080173	0.0284400320458234	0.0222709208770593	FAM107A/TEK/MYH10/PGM5/LDB3/CRYAB/SYNPO2/LIMCH1/PDLIM2/PLS1	10
CC	GO:0008305	integrin complex	6/955	31/19717	0.00330411712169739	0.0284400320458234	0.0222709208770593	ITGA2B/ITGA8/NPNT/ITGA10/ITGAL/ITGA11	6
CC	GO:0030315	T-tubule	8/955	52/19717	0.00332742096783364	0.0284400320458234	0.0222709208770593	ADRA1A/NOS1/PRX/FXYD1/CAV3/SCN1A/ATP1A2/CACNG4	8
CC	GO:0098978	glutamatergic synapse	29/955	349/19717	0.00340936481093555	0.028600782580626	0.022396801974372	CHRM1/WNT3A/P2RX6/SH3GL2/TNR/GPM6A/ADRA1A/GRIA1/SH3GL3/NTNG1/ARC/ACTN2/MYH10/SYN2/CNKSR2/GRASP/LRRTM2/CACNG4/WASF3/RGS9/SPARCL1/PTPRD/NRGN/WNT7A/P2RX1/NTRK3/FXYD6/STX1A/HTR3A	29
CC	GO:0098984	neuron to neuron synapse	29/955	350/19717	0.0035510187707485	0.0292474818754377	0.0229032215453061	CHRM1/P2RX6/SH3GL2/GRIA1/GRIK4/SH3GL3/NOS1/NTRK2/PRRT2/ARC/ACTN2/DCC/SYN2/SHANK3/IQSEC3/CNKSR2/GRASP/ITGA8/CRYAB/LRRTM2/CACNG4/RGS9/LIN7A/RNF112/NRGN/CPEB1/RAPGEF4/STX1A/BCAS1	29
CC	GO:0000940	condensed chromosome outer kinetochore	4/955	14/19717	0.00370564110454304	0.029450095094	0.0230618846210712	PLK1/CCNB1/SKA3/BUB1B	4
CC	GO:0001518	voltage-gated sodium channel complex	4/955	14/19717	0.00370564110454304	0.029450095094	0.0230618846210712	SCN2B/SCN4B/SCN7A/SCN1A	4
CC	GO:0034706	sodium channel complex	5/955	23/19717	0.00427930761109837	0.0334228680659925	0.0261728977303113	GRIK4/SCN2B/SCN4B/SCN7A/SCN1A	5
CC	GO:0000777	condensed chromosome kinetochore	12/955	105/19717	0.00482443319824647	0.0367038436854825	0.0287421757221043	MAD2L1/ZWINT/PLK1/KIF2C/CCNB1/SKA3/BUB1B/HJURP/CENPA/BIRC5/NUF2/NEK2	12
CC	GO:0090533	cation-transporting ATPase complex	4/955	15/19717	0.00486143624973278	0.0367038436854825	0.0287421757221043	FXYD1/ATP1A2/ATP1B2/ATP1B1	4
CC	GO:0098636	protein complex involved in cell adhesion	6/955	34/19717	0.00533554866155423	0.0396230089128536	0.0310281259524379	ITGA2B/ITGA8/NPNT/ITGA10/ITGAL/ITGA11	6
CC	GO:0000776	kinetochore	14/955	135/19717	0.00588000221634831	0.0428046806004564	0.0335196406700449	MAD2L1/TTK/ZWINT/PLK1/KIF2C/CCNB1/SKA3/BUB1B/AURKB/HJURP/CENPA/BIRC5/NUF2/NEK2	14
CC	GO:0000775	chromosome, centromeric region	18/955	193/19717	0.0060293361391538	0.0428046806004564	0.0335196406700449	MAD2L1/NCAPG/TTK/ZWINT/PLK1/CDCA8/KIF2C/CCNB1/SKA3/BUB1B/AURKB/HJURP/CENPA/BIRC5/CDCA5/ESCO2/NUF2/NEK2	18
CC	GO:0098685	Schaffer collateral - CA1 synapse	10/955	82/19717	0.00614957784612751	0.0428046806004564	0.0335196406700449	CHRM1/SH3GL2/TNR/NTNG1/DCC/SYN2/GRASP/LRRTM2/AKAP12/WNT7A	10
CC	GO:0098862	cluster of actin-based cell projections	15/955	150/19717	0.0062234042768071	0.0428046806004564	0.0335196406700449	CA4/CALB2/MME/TMC2/MYH10/PTH1R/CD36/DOCK4/AQP1/CDH23/PLS1/KCNK1/AMN/SLC7A11/SLC15A1	15
CC	GO:0098688	parallel fiber to Purkinje cell synapse	4/955	16/19717	0.00623644353119233	0.0428046806004564	0.0335196406700449	P2RX6/CALB2/CNTN6/CADM3	4
